entity_id,entity_label,entity_class,synonym,plural,wikipedia_page,definition,definition_source,wikidata_page,last_checked
final_mass,final_mass,property,,,,,,,20240418.0
find,find,process,finding,,,,,,20240418.0
fine,fine,process,,,,,,,20240418.0
fine-structure_constant,fine-structure_constant,property,sommerfeld_constant,,http://en.wikipedia.org/wiki/Fine-structure_constant,"In physics, the fine-structure constant, also known as the Sommerfeld constant, commonly denoted by α (the Greek letter alpha), is a fundamental physical constant which quantifies the strength of the electromagnetic interaction between elementary charged particles. ",Wikipedia,Q5997,20240418.0
fingering,fingering,process,,,,,,,20240418.0
fipronil,fipronil,matter,,,https://en.wikipedia.org/wiki/Fipronil,"Fipronil is a broad-spectrum insecticide that belongs to the phenylpyrazole chemical family. Fipronil disrupts the insect central nervous system by blocking the ligand-gated ion channel of the GABAA receptor and glutamate-gated chloride (GluCl) channels. This causes hyperexcitation of contaminated insects' nerves and muscles. Fipronil's specificity towards insects is believed to be due to its greater binding affinity to the GABAA receptors of insects, than to those of mammals, and to its action on GluCl channels, which do not exist in mammals. As of 2017, there did not appear to be significant resistance among fleas to fipronil.Because of its effectiveness on various pests, fipronil is used as the active ingredient in flea control products for pets and home roach traps as well as field pest control for corn, golf courses, and commercial turf. Its widespread use makes its specific effects the subject of considerable attention. This includes ongoing observations on possible off-target harm to humans or ecosystems as well as the monitoring of resistance development.",Wikipedia,Q415933,20240418.0
fipronil-sulfide,fipronil-sulfide,matter,,,,,,,20240418.0
fire,fire,phenomenon,,fires,https://en.wikipedia.org/wiki/Fire,"Fire is the rapid oxidation of a material (the fuel) in the exothermic chemical process of combustion, releasing heat, light, and various reaction products.",Wikipedia,Q3196,20240418.0
firing,firing,process,,,,,,,20240418.0
first,first,attribute,,,,,,,20240418.0
first_dekad_one-day_mean,first_dekad_one-day_mean,operation,,,,,,,20240418.0
first_dekad_time_integral,first_dekad_time_integral,operation,,,,,,,20240418.0
first_pentad_time_integral,first_pentad_time_integral,operation,,,,,,,20240418.0
first_radiation_constant,first_radiation_constant,property,,,https://en.wikipedia.org/wiki/Planck%27s_law#First_and_second_radiation_constants,"In physics, Planck's law describes the spectral density of electromagnetic radiation emitted by a black body in thermal equilibrium at a given temperature T, when there is no net flow of matter or energy between the body and its environment.At the end of the 19th century, physicists were unable to explain why the observed spectrum of black-body radiation, which by then had been accurately measured, diverged significantly at higher frequencies from that predicted by existing theories. In 1900, German physicist Max Planck heuristically derived a formula for the observed spectrum by assuming that a hypothetical electrically charged oscillator in a cavity that contained black-body radiation could only change its energy in a minimal increment, E, that was proportional to the frequency of its associated electromagnetic wave. While Planck originally regarded the hypothesis of dividing energy into increments as a mathematical artifice, introduced merely to get the correct answer, other physicists including Albert Einstein built on his work, and Planck's insight is now recognized to be of fundamental importance to quantum theory.",Wikipedia,Q212986,20240418.0
fish,fish,phenomenon,,,http://en.wikipedia.org/wiki/Fish,"Fish are aquatic, craniate, gill-bearing animals that lack limbs with digits. Included in this definition are the living hagfish, lampreys, and cartilaginous and bony fish as well as various extinct related groups. Approximately 95% of living fish species are ray-finned fish, belonging to the class Actinopterygii, with around 99% of those being teleosts.",Wikipedia,Q152,20240418.0
fission,fission,process,,,https://en.wikipedia.org/wiki/Nuclear_fission,"Nuclear fission is a reaction in which the nucleus of an atom splits into two or more smaller nuclei. The fission process often produces  gamma photons, and releases a very large amount of energy even by the energetic standards of radioactive decay.",Wikipedia,Q11429,20240418.0
five-day_time_integral,five-day_time_integral,operation,,,,,,,20240418.0
fix,fix,process,fixing,,,,,,20240418.0
fixation,fixation,process,,,,,,,20240418.0
flabelligeridae,flabelligeridae,attribute,,,https://en.wikipedia.org/wiki/Flabelligeridae,"Flabelligeridae is a family of polychaete worms, known as bristle-cage worms, notable for their cephalic cage: long slender chaetae forming a fan-like arrangement surrounding the eversible (able to be turned inside-out) head. Unlike many polychaetes, they also have large, pigmented, complex eyes.",Wikipedia,Q3894026,20240418.0
flagellate,flagellate,attribute,,flagellates,https://en.wikipedia.org/wiki/Flagellate,"A flagellate is a cell or organism with one or more whip-like appendages called flagella. The word flagellate also describes a particular construction (or level of organization) characteristic of many prokaryotes and eukaryotes and their means of motion. The term presently does not imply any specific relationship or classification of the organisms that possess flagella. However, the term ""flagellate"" is included in other terms (such as ""dinoflagellate"" and ""choanoflagellata"") which are more formally characterized.",Wikipedia,Q240433,20240418.0
flagellation,flagellation,process,,,,,,,20240418.0
flamehold,flamehold,process,,,,,,,20240418.0
flare_angle,flare_angle,property,,,,,,,20240418.0
flashing,flashing,process,,,,,,,20240418.0
flashing-back,flashing-back,process,,,,,,,20240418.0
flattening,flattening,process,,,,,,,20240418.0
flattening_ratio,flattening_ratio,property,,,,,,,20240418.0
flavanol,flavanol,matter,,,https://en.wikipedia.org/wiki/Flavan-3-ol,"Flavan-3-ols (sometimes referred to as flavanols) are a subgroup of flavonoids. They are derivatives of flavans that possess a 2-phenyl-3,4-dihydro-2H-chromen-3-ol skeleton. Flavan-3-ols are structurally diverse and include a range of compounds, such as catechin, epicatechin gallate, epigallocatechin, epigallocatechin gallate, proanthocyanidins, theaflavins, thearubigins. They play a part in plant defense and are present in the majority of plants.",Wikipedia,Q20898120,20240418.0
flavoring,flavoring,process,,,https://en.wikipedia.org/wiki/Flavoring,"A flavoring (or flavouring), also known as flavor (or flavour) or flavorant, is a food additive used to improve the taste or smell of food. It changes the perceptual impression of food as determined primarily by the chemoreceptors of the gustatory and olfactory systems. Along with additives, other components like sugars determine the taste of food.  ",Wikipedia,Q4173974,20240418.0
flexing,flexing,process,,,,,,,20240418.0
flicker,flicker,process,flicker,,,,,,20240418.0
flight,flight,process,,,https://en.wikipedia.org/wiki/Flight,"Flight or flying is the process by which an object moves through a space without contacting any planetary surface, either within an atmosphere (i.e. air flight or aviation) or through the vacuum of outer space (i.e. spaceflight). This can be achieved by generating aerodynamic lift associated with gliding or propulsive thrust, aerostatically using buoyancy, or by ballistic movement.",Wikipedia,Q206021,20240418.0
flint-law_coefficient,flint-law_coefficient,property,,,,,,,20240418.0
flint-law_exponent,flint-law_exponent,property,,,,,,,20240418.0
flipping,flipping,process,,,,,,,20240418.0
float,float,process,floating,,,,,,20240418.0
floating,floating,attribute,,,,,,,20240418.0
flocculation,flocculation,process,,,,,,,20240418.0
floe,floe,form,,floes,https://en.wikipedia.org/wiki/Ice_floe,"An ice floe () is a large pack of floating ice often defined as a flat piece at least 20 m across at its widest point, and up to more than 10 km across. Drift ice is a floating field of sea ice composed of several ice floes. They may cause ice jams on freshwater rivers, and in the open ocean may damage the hulls of ships.",Wikipedia,Q368930,20240418.0
flood,flood,phenomenon,,,http://en.wikipedia.org/wiki/Flood,"A flood is an overflow of water (or rarely other fluids) that submerges land that is usually dry. In the sense of ""flowing water"", the word may also be applied to the inflow of the tide. Floods are an area of study of the discipline hydrology and are of significant concern in agriculture, civil engineering and public health.   Human changes to the environment often increase the intensity and frequency of flooding, for example land use changes such as deforestation and removal of wetlands, changes in waterway course or flood controls such as with levees, and larger environmental issues such as climate change and sea level rise. In particular climate change's increased rainfall and extreme weather events increases the severity of other causes for flooding, resulting in more intense floods and increased flood risk.Flooding may occur as an overflow of water from water bodies, such as a river, lake, or ocean, in which the water overtops or breaks levees, resulting in some of that water escaping its usual boundaries, or it may occur due to an accumulation of rainwater on saturated ground in an areal flood. While the size of a lake or other body of water will vary with seasonal changes in precipitation and snow melt, these changes in size are unlikely to be considered significant unless they flood property or drown domestic animals.",Wikipedia,Q8068,20240418.0
flooded,flooded,attribute,,,,,,,20240418.0
flooding,flooding,process,,,,,,,20240418.0
floor,floor,part,,,http://en.wikipedia.org/wiki/Floor,"A floor is the bottom surface of a room or vehicle. Floors vary from simple dirt in a cave to many layered surfaces made with modern technology. Floors may be stone, wood, bamboo, metal or any other material that can support the expected load.",Wikipedia,Q217164,20240418.0
flosculariaceae,flosculariaceae,attribute,,,https://en.wikipedia.org/wiki/Flosculariaceae,"Flosculariaceae is an order of rotifers, found in fresh and brackish water.",Wikipedia,Q4175985,20240418.0
flowing,flowing,process,,,,,,,20240418.0
flowthrough,flowthrough,process,,,,,,,20240418.0
fluchloralin,fluchloralin,matter,,,,,,,20240418.0
fluctuation,fluctuation,process,,,,,,,20240418.0
flufenacet,flufenacet,matter,,,https://en.wikipedia.org/wiki/Flufenacet,Flufenacet is an oxyacetanilide herbicide applied before crops have emerged.In the model plant Arabidopsis thaliana it causes similar symptoms to the fiddlehead mutant.,Wikipedia,Q1430589,20240418.0
fluid_permeability,fluid_permeability,property,,,https://en.wikipedia.org/wiki/Permeability_(Earth_sciences),"Permeability in fluid mechanics and the Earth sciences (commonly symbolized as k) is a measure of the ability of a porous material (often, a rock or an unconsolidated material) to allow fluids to pass through it.",Wikipedia,Q256699,20240418.0
fluid-wave,fluid-wave,phenomenon,,,,,,,20240418.0
flumetralin,flumetralin,matter,,,,,,,20240418.0
flumetsulam,flumetsulam,matter,,,,,,,20240418.0
fluometuron,fluometuron,matter,,,https://en.wikipedia.org/wiki/Fluometuron,"Fluometuron is an herbicide.  In the United States it was approved for use on cotton and sugarcane crops in 1974, but since 1986 is only approved for use on cotton.",Wikipedia,Q5462798,20240418.0
fluoranthene,fluoranthene,matter,,,https://en.wikipedia.org/wiki/Fluoranthene,"Fluoranthene is a polycyclic aromatic hydrocarbon (PAH).  The molecule can be viewed as the fusion of naphthalene and benzene unit connected by a five-membered ring. Although samples are often pale yellow, the compound is colorless.  It is soluble in nonpolar organic solvents.  It is a member of the class of PAHs known as non-alternant PAHs because it has rings other than those with six carbon atoms. It is a structural isomer of the alternant PAH pyrene. It is not as thermodynamically stable as pyrene.  Its name is derived from its fluorescence under UV light.",Wikipedia,Q423462,20240418.0
fluorene,fluorene,matter,,,https://en.wikipedia.org/wiki/Fluorene,"Fluorene , or 9H-fluorene is an organic compound with the formula (C6H4)2CH2. It forms white crystals that exhibit a characteristic, aromatic odor similar to that of naphthalene. It has a violet fluorescence, hence its name. For commercial purposes it is obtained from coal tar. It is insoluble in water and soluble in many organic solvents.  Although sometimes classified as a polycyclic aromatic hydrocarbon, the five-membered ring has no aromatic properties.  Fluorene is mildly acidic.",Wikipedia,Q417934,20240418.0
fluorescence,fluorescence,process,,,https://en.wikipedia.org/wiki/Fluorescence,"Fluorescence is one of two kinds of emission of light by a substance that has absorbed light or other electromagnetic radiation. Fluorescence involves no change in electron spin multiplicity and generally it immediately follows absorption; phosphorescence involves spin change and is delayed.  Thus fluorescent materials generally cease to glow nearly immediately when the radiation source stops, while phosphorescent materials, which continue to emit light for some time after. ",Wikipedia,Q191807,20240418.0
fluorescence,fluorescence,property,,,https://en.wikipedia.org/wiki/Fluorescence,"Fluorescence is one of two kinds of emission of light by a substance that has absorbed light or other electromagnetic radiation. Fluorescence involves no change in electron spin multiplicity and generally it immediately follows absorption; phosphorescence involves spin change and is delayed.  Thus fluorescent materials generally cease to glow nearly immediately when the radiation source stops, while phosphorescent materials, which continue to emit light for some time after. ",Wikipedia,Q191807,20240418.0
fluoride,fluoride,matter,,,https://en.wikipedia.org/wiki/Fluoride,"Fluoride () is an inorganic, monatomic anion of fluorine, with the chemical formula F− (also written [F]−), whose salts are typically white or colorless. Fluoride salts typically have distinctive bitter tastes, and are odorless. Its salts and minerals are important chemical reagents and industrial chemicals, mainly used in the production of hydrogen fluoride for fluorocarbons. Fluoride is classified as a weak base since it only partially associates in solution, but concentrated fluoride is corrosive and can attack the skin.",Wikipedia,Q44793182,20240418.0
fluoride-ion,fluoride-ion,phenomenon,,,https://en.wikipedia.org/wiki/Fluoride,"Fluoride () is an inorganic, monatomic anion of fluorine, with the chemical formula F− (also written [F]−), whose salts are typically white or colorless. Fluoride salts typically have distinctive bitter tastes, and are odorless. Its salts and minerals are important chemical reagents and industrial chemicals, mainly used in the production of hydrogen fluoride for fluorocarbons. Fluoride is classified as a weak base since it only partially associates in solution, but concentrated fluoride is corrosive and can attack the skin.",Wikipedia,Q44793182,20240418.0
fluorination,fluorination,process,,,,,,,20240418.0
fluorine,fluorine,matter,,,https://en.wikipedia.org/wiki/Fluorine,"Fluorine is a chemical element with the symbol F and atomic number 9. It is the lightest halogen and exists at standard conditions as a highly toxic, pale yellow diatomic gas. As the most electronegative reactive element, it is extremely reactive, as it reacts with all other elements except for the light inert gases.",Wikipedia,Q650,20240418.0
fluridone,fluridone,matter,,,https://en.wikipedia.org/wiki/Fluridone,"Fluridone is an organic compound that is used as aquatic herbicide often used to control invasive plants. It is used in the United States to control hydrilla and Eurasian watermilfoil among other species.  Fluridone is sold as a solution and as a slow release solid because the herbicide level must be maintained for several weeks. The compound is a colorless solid.The compound was first reported as a possible herbicide for cotton fields in 1976. It was registered with the U.S. Environmental Protection Agency in 1986 and has low toxicity to animals with no restrictions on swimming or drinking in treated water bodies. Fluridone breaks down in the environment over days or weeks with the major degradation product being N-methyl formamide. The half-life of fluridone in soils and sediments has been estimated at nine months. Fluridone degradation in soil and saturated sediment has been correlated with temperature and clay content, while fluridone degradation in water is largely dependent on UV light exposure. Fluridone transport through the soil, vadose zone, and aquifer is limited by its strong sorbance to organic matter.",Wikipedia,Q1434245,20240418.0
flushing,flushing,process,,,,,,,20240418.0
fluttering,fluttering,process,,,,,,,20240418.0
flux_richardson_number,flux_richardson_number,property,,,,,,,20240418.0
foam,foam,matter,,,https://en.wikipedia.org/wiki/Foam,"Foams are materials formed by trapping pockets of gas in a liquid or solid.A bath sponge and the head on a glass of beer are examples of foams. In most foams, the volume of gas is large, with thin films of liquid or solid separating the regions of gas. Soap foams are also known as suds.",Wikipedia,Q215414,20240418.0
focus,focus,abstraction,,foci,https://en.wikipedia.org/wiki/Focus_(geometry),"In geometry, focuses or foci (), singular focus, are special points with reference to which any of a variety of curves is constructed. For example, one or two foci can be used in defining conic sections, the four types of which are the circle, ellipse, parabola, and hyperbola. In addition, two foci are used to define the Cassini oval and the Cartesian oval, and more than two foci are used in defining an n-ellipse.",Wikipedia,Q3568,20240418.0
focusing,focusing,process,,,,,,,20240418.0
fog,fog,phenomenon,,,https://en.wikipedia.org/wiki/Fog,"Fog is a visible aerosol consisting of tiny water droplets or ice crystals suspended in the air at or near the Earth's surface. Fog can be considered a type of low-lying cloud usually resembling stratus, and is heavily influenced by nearby bodies of water, topography, and wind conditions. In turn, fog affects many human activities, such as shipping, travel, and warfare.",Wikipedia,Q37477,20240418.0
fogging,fogging,process,,,,,,,20240418.0
folding,folding,process,,,,,,,20240418.0
following,following,process,following,,,,,,20240418.0
fonofos,fonofos,matter,,,https://en.wikipedia.org/wiki/Fonofos,Fonofos is an organothiophosphate insecticide primarily used on corn.  It is highly toxic and listed as an extremely hazardous substance. ,Wikipedia,Q2080990,20240418.0
foppl-von-karman_number,foppl-von-karman_number,property,,,https://en.wikipedia.org/wiki/F%C3%B6ppl%E2%80%93von_K%C3%A1rm%C3%A1n_equations,"The Föppl–von Kármán equations, named after August Föppl and Theodore von Kármán, are a set of nonlinear partial differential equations describing the large deflections of thin flat plates. With applications ranging from the design of submarine hulls to the mechanical properties of cell wall, the equations are notoriously difficult to solve, and take the following form:",Wikipedia,Q5511705,20240418.0
forage,forage,role,,,https://en.wikipedia.org/wiki/Forage,"Forage is a plant material (mainly plant leaves and stems) eaten by grazing livestock. Historically, the term forage has meant only plants eaten by the animals directly as pasture, crop residue, or immature cereal crops, but it is also used more loosely to include similar plants cut for fodder and carried to the animals, especially as hay or silage.While the term forage has a broad definition, the term forage crop is used to define crops, annual or biennial, which are grown to be utilized by grazing or harvesting as a whole crop.",Wikipedia,Q13377214,20240418.0
foraging,foraging,process,,,,,,,20240418.0
foraminiferida,foraminiferida,attribute,,,,,,,20240418.0
force,force,property,,,http://en.wikipedia.org/wiki/Force,"In physics, a force is an influence that causes the motion of an object with mass to change its velocity (e.g. moving from a state of rest), i.e., to accelerate. It can be a push or a pull, always with magnitude and direction, making it a vector quantity. It is measured in the SI unit of newton (N) and represented by the symbol F (formerly P).",Wikipedia,Q11402,20240418.0
force_term,force_term,property,,,,,,,20240418.0
forcing,forcing,process,,,,,,,20240418.0
forcing-down,forcing-down,process,,,,,,,20240418.0
forcipomyia,forcipomyia,attribute,,,https://en.wikipedia.org/wiki/Forcipomyia,"Forcipomyia is a genus of biting midges in the subfamily Forcipomyiinae. Species of the subgenus Lasiohelea suck vertebrate blood. Some species are ectoparasites on larger insects. Other species in the genus are important pollinators of the cacao tree (Theobroma cacao). There are at least 1,000 described species in Forcipomyia.",Wikipedia,Q14546007,20240418.0
forecast,forecast,operation,,,,,,,20240418.0
forecasting,forecasting,process,,,,,,,20240418.0
foreset-bed,foreset-bed,phenomenon,,foreset-beds,https://en.wikipedia.org/wiki/Foreset_bed,"A foreset bed is one of the main parts of a river delta. It is the inclined part of a delta that is found at the end of the stream channel as the delta sediment is deposited along the arcuate delta front. As the sediments are deposited on a sloping surface the resulting bedding is not horizontal, but dips in the direction of current flow toward deeper water. A cross-section of a delta shows the cross bedding in the direction of stream flow into the still water.",Wikipedia,Q5468750,20240418.0
forest,forest,phenomenon,,,https://en.wikipedia.org/wiki/Forest,"A forest is an area of land dominated by trees. Hundreds of definitions of forest are used throughout the world, incorporating factors such as tree density, tree height, land use, legal standing, and ecological function. The United Nations' Food and Agriculture Organization (FAO) defines a forest as, ""Land spanning more than 0.5 hectares with trees higher than 5 meters and a canopy cover of more than 10 percent, or trees able to reach these thresholds in situ. It does not include land that is predominantly under agricultural or urban use."" Using this definition, Global Forest Resources Assessment 2020 (FRA 2020) found that forests covered 4.06 billion hectares (10.0 billion acres; 40.6 million square kilometres; 15.7 million square miles), or approximately 31 percent of the world's land area in 2020.Forests are the predominant terrestrial ecosystem of Earth, and are found around the globe. More than half of the world's forests are found in only five countries (Brazil, Canada, China, Russia, and the United States). The largest share of forests (45 percent) are in the tropical latitudes, followed by those in the boreal, temperate, and subtropic domains.Forests account for 75% of the gross primary production of the Earth's biosphere, and contain 80% of the Earth's plant biomass. Net primary production is estimated at 21.9 gigatonnes of biomass per year for tropical forests, 8.1 for temperate forests, and 2.6 for boreal forests.Forests at different latitudes and elevations, and with different precipitation and evapotranspiration form distinctly different biomes: boreal forests around the North Pole, tropical moist forests and tropical dry forests around the Equator, and temperate forests at the middle latitudes. Areas at higher elevations tend to support forests similar to those at higher latitudes, and the amount of precipitation also affects forest composition.",Wikipedia,Q4421,20240418.0
forested,forested,attribute,,,https://en.wikipedia.org/wiki/Forest,"A forest is an ecosystem characterized by a dense community of trees. Hundreds of definitions of forest are used throughout the world, incorporating factors such as tree density, tree height, land use, legal standing, and ecological function. The United Nations' Food and Agriculture Organization (FAO) defines a forest as, ""Land spanning more than 0.5 hectares with trees higher than 5 meters and a canopy cover of more than 10 percent, or trees able to reach these thresholds in situ. It does not include land that is predominantly under agricultural or urban use."" Using this definition, Global Forest Resources Assessment 2020 (FRA 2020) found that forests covered 4.06 billion hectares (10.0 billion acres; 40.6 million square kilometres; 15.7 million square miles), or approximately 31 percent of the world's land area in 2020.",Wikipedia,Q4421,20240418.0
forestry,forestry,domain,,,https://en.wikipedia.org/wiki/Forestry,"Forestry is the science and craft of creating, managing, planting, using, conserving and repairing forests and woodlands for associated resources for human and environmental benefits. Forestry is practiced in plantations and natural stands. The science of forestry has elements that belong to the biological, physical, social, political and managerial sciences. Forest management play essential role of creation and modification of habitats and affect ecosystem services provisioning.Modern forestry generally embraces a broad range of concerns, in what is known as multiple-use management, including: the provision of timber, fuel wood, wildlife habitat, natural water quality management, recreation, landscape and community protection, employment, aesthetically appealing landscapes, biodiversity management, watershed management, erosion control, and preserving forests as ""sinks"" for atmospheric carbon dioxide.",Wikipedia,Q38112,20240418.0
forging,forging,process,,,https://en.wikipedia.org/wiki/Forging,"Forging is a manufacturing process involving the shaping of metal using localized compressive forces.  The blows are delivered with a hammer (often a power hammer) or a die.  Forging is often classified according to the temperature at which it is performed: cold forging (a type of cold working), warm forging, or hot forging (a type of hot working). For the latter two, the metal is heated, usually in a forge. Forged parts can range in weight from less than a kilogram to hundreds of metric tons. Forging has been done by smiths for millennia; the traditional products were kitchenware, hardware, hand tools, edged weapons, cymbals, and jewellery.",Wikipedia,Q193057,20240418.0
formaldehyde,formaldehyde,matter,methanal,,https://en.wikipedia.org/wiki/Formaldehyde,"Formaldehyde ( (listen) for-MAL-di-hide, US also  (listen) fər-) (systematic name methanal) is a naturally occurring organic compound with the formula CH2O and structure H−CHO. The pure compound is a pungent, colourless gas that polymerises spontaneously into paraformaldehyde (refer to section Forms below), hence it is stored as an aqueous solution (formalin), which is also used to store animal specimens. It is the simplest of the aldehydes (R−CHO) and one of the simplest of the carbohydrates. The common name of this substance comes from its similarity and relation to formic acid.",Wikipedia,Q161210,20240418.0
formation,formation,process,,,,,,,20240418.0
formazin_nephelometric_turbidity,formazin_nephelometric_turbidity,property,,,https://en.wikipedia.org/wiki/Turbidity#Measurement,"Turbidity is the cloudiness or haziness of a fluid caused by large numbers of individual particles that are generally invisible to the naked eye, similar to smoke in air. The measurement of turbidity is a key test of both water clarity and water quality.",Wikipedia,Q898574,20240418.0
formetanate,formetanate,matter,,,https://en.wikipedia.org/wiki/Formetanate,"Formetanate is an insecticide and acaricide.  It is used on alfalfa grown for seed and on some fruits, including citrus, pome, and stone fruits.",Wikipedia,Q1027605,20240418.0
formic-acid,formic-acid,matter,methanoic-acid,,https://en.wikipedia.org/wiki/Formic_acid,"Formic acid (from Latin  formica 'ant'), systematically named methanoic acid, is the simplest carboxylic acid, and has the chemical formula HCOOH and structure H−C(=O)−O−H. It is an important intermediate in chemical synthesis and occurs naturally, most notably in some ants. Esters, salts and the anion derived from formic acid are called formates. Industrially, formic acid is produced from methanol.",Wikipedia,Q161233,20240418.0
fortification,fortification,process,,,,,,,20240418.0
fossil-fuel,fossil-fuel,matter,,,https://en.wikipedia.org/wiki/Fossil_fuel,"A fossil fuel is a hydrocarbon-containing material such as coal, oil, and natural gas, formed naturally in the Earth's crust from the remains of dead plants and animals that is extracted and burned as a fuel.   Fossil fuels may be burned to provide heat for use directly (such as for cooking or heating), to power engines (such as internal combustion engines in motor vehicles), or to generate electricity. Some fossil fuels are refined into derivatives such as kerosene, gasoline and propane before burning. The origin of fossil fuels is the anaerobic decomposition of buried dead organisms, containing organic molecules created by photosynthesis. The conversion from these materials to high-carbon fossil fuels typically require a geological process of millions of years.In 2019, 84% of primary energy consumption in the world and 64% of its electricity was from fossil fuels. The large-scale burning of fossil fuels causes serious environmental damage. Over 80% of the carbon dioxide (CO2) generated by human activity comes from burning them: around 35 billion tonnes a year, compared to 4 billion from land development.  Natural processes on Earth, mostly absorption by the ocean, can only remove a small part of this. Therefore, there is a net increase of many billion tonnes of atmospheric carbon dioxide per year. Although methane leaks are significant,: 52  the burning of fossil fuels is the main source of greenhouse gas emissions causing global warming and ocean acidification. Additionally, most air pollution deaths are due to fossil fuel particulates and noxious gases. It is estimated that this costs over 3% of the global gross domestic product and that fossil fuel phase-out will save millions of lives each year.Recognition of the climate crisis, pollution and other negative impacts caused by fossil fuels has led to a widespread policy transition and activist movement focused on ending their use in favor of sustainable energy. However, because the fossil-fuel industry is so heavily integrated in the global economy and heavily subsidized, this transition is expected to have significant economic impacts. Many stakeholders argue that this change needs to be a just transition and create policy that addresses the societal burdens created by the stranded assets of the fossil fuel industry.International policy, in the form of United Nations sustainable development goals for affordable and clean energy and climate action, as well as the Paris Climate Agreement, is designed to facilitate this transition at a global level. In 2021, the International Energy Agency concluded that no new fossil fuel extraction projects could be opened if the global economy and society wants to avoid the worst impacts of climate change and meet international goals for climate change mitigation.",Wikipedia,Q12748,20240418.0
fouling,fouling,process,,,https://en.wikipedia.org/wiki/Fouling,"Fouling is the accumulation of unwanted material on solid surfaces. The fouling materials can consist of either living organisms (biofouling, organic) or a non-living substance (inorganic). Fouling is usually distinguished from other surface-growth phenomena in that it occurs on a surface of a component, system, or plant performing a defined and useful function and that the fouling process impedes or interferes with this function.",Wikipedia,Q1439803,20240418.0
fourier_number,fourier_number,property,,,https://en.wikipedia.org/wiki/Fourier_number,"In the study of heat conduction, the Fourier number,  is the ratio of time, t, to a characteristic time scale for heat diffusion, td. This dimensionless group is named in honor of J.B.J. Fourier, who formulated the modern understanding of heat conduction. The time scale for diffusion characterizes the time needed for heat to diffuse over a distance, L. For a medium with thermal diffusivity, α, this time scale is td = L2/α, so that the Fourier number is t/td = αt/L2. The Fourier number is often denoted as Fo or FoL.The Fourier number can also be used in the study of mass diffusion, if the thermal diffusivity is replaced by a mass diffusivity.",Wikipedia,Q901793,20240418.0
fourth_pentad_time_integral,fourth_pentad_time_integral,operation,,,,,,,20240418.0
fraction,fraction,operation,,,https://en.wikipedia.org/wiki/Fraction_(mathematics),mathematical representation of a portion of a whole,Wikidata,Q66055,20240418.0
fractionation,fractionation,process,,,,,,,20240418.0
fracturing,fracturing,process,,,,,,,20240418.0
fragmentation,fragmentation,process,,,,,,,20240418.0
frazzil,frazzil,attribute,,,,,,,20240418.0
free,free,attribute,,,,,,,20240418.0
free-available,free-available,attribute,,,,,,,20240418.0
free-convection-level,free-convection-level,attribute,,,https://en.wikipedia.org/wiki/Level_of_free_convection,"The level of free convection (LFC) is the altitude in the atmosphere where an air parcel lifted adiabatically until saturation becomes warmer than the environment at the same level, so that positive buoyancy can initiate self-sustained convection.",Wikipedia,Q3173757,20240418.0
freeboard_height,freeboard_height,property,,,https://en.wikipedia.org/wiki/Freeboard_(nautical),"In sailing and boating, a vessel's freeboard",Wikipedia,Q516809,20240418.0
freezing,freezing,process,,,https://en.wikipedia.org/wiki/Freezing,"Freezing is a phase transition where a liquid turns into a solid when its temperature is lowered below its freezing point. In accordance with the internationally established definition, freezing means the solidification phase change of a liquid or the liquid content of a substance, usually due to cooling.For most substances, the melting and freezing points are the same temperature; however, certain substances possess differing solid-liquid transition temperatures. For example, agar displays a hysteresis in its melting point and freezing point. It melts at 85 °C (185 °F) and solidifies from 32 °C to 40 °C (89.6 °F to 104 °F).",Wikipedia,Q108000,20240418.0
freezing-level,freezing-level,attribute,,,https://en.wikipedia.org/wiki/Freezing_level,"The freezing level, or 0 °C (zero-degree) isotherm, represents the altitude in which the temperature is at 0 °C (the freezing point of water) in a free atmosphere (i.e. allowing reflection of the sun by snow, icing conditions, etc.). Any given measure is valid for only a short period of time, often less than a day as variations in wind, sunlight, air masses and other factors may change the level. The 700 hPa pressure level (or about 3000 m above sea level) is generally assumed as a rough estimate of the freezing level.",Wikipedia,Q958282,20240418.0
freezing-point,freezing-point,attribute,,,https://en.wikipedia.org/wiki/Melting_point,"The melting point (or, rarely, liquefaction point) of a substance is the temperature at which it changes state from solid to liquid. At the melting point the solid and liquid phase exist in equilibrium. The melting point of a substance depends on pressure and is usually specified at a standard pressure such as 1 atmosphere or 100 kPa.",Wikipedia,Q15318,20240418.0
frenesia,frenesia,attribute,,,,,,,20240418.0
frequency,frequency,property,,,https://en.wikipedia.org/wiki/Frequency,"Frequency (symbol f), most often measured in hertz (symbol: Hz), is the number of occurrences of a repeating event per unit of time. It is also occasionally referred to as temporal frequency for clarity and to distinguish it from spatial frequency.  Ordinary frequency is related to angular frequency (symbol ω, with SI unit radian per second) by a factor of 2π.  The period (symbol T) is the interval of time between events, so the period is the reciprocal of the frequency: f = 1/T.Frequency is an important parameter used in science and engineering to specify the rate of oscillatory and vibratory phenomena, such as mechanical vibrations, audio signals (sound), radio waves, and light.",Wikipedia,Q11652,20240418.0
fresh,fresh,attribute,,,,,,,20240418.0
freshening,freshening,process,,,,,,,20240418.0
